Fecha (UTC),Fecha (Local),Planeta 1,Aspecto,Planeta 2,Descripción,Posición 1,Posición 2
2025-05-14 03:45:42,2025-05-14 00:45:42,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-05-14 14:07:15,2025-05-14 11:07:15,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-05-14 17:03:02,2025-05-14 14:03:02,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-05-14 17:35:23,2025-05-14 14:35:23,Venus,Trígono,Venus,Venus (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-05-14 22:13:49,2025-05-14 19:13:49,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-05-14 23:25:32,2025-05-14 20:25:32,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°32' Sagitario,19°31' Libra
2025-05-15 04:56:00,2025-05-15 01:56:00,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-05-16 06:14:45,2025-05-16 03:14:45,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°17' Capricornio,5°16' Capricornio
2025-05-17 00:40:04,2025-05-16 21:40:04,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-05-17 03:30:14,2025-05-17 00:30:14,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-05-17 09:00:42,2025-05-17 06:00:42,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°11' Capricornio,19°10' Escorpio
2025-05-17 09:40:04,2025-05-17 06:40:04,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-05-17 14:59:17,2025-05-17 11:59:17,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°19' Capricornio,22°19' Virgo
2025-05-18 23:25:32,2025-05-18 20:25:32,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°37' Acuario,9°36' Sagitario
2025-05-19 12:09:08,2025-05-19 09:09:08,Mercurio,Conjunción,Júpiter,Mercurio (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-05-19 16:30:42,2025-05-19 13:30:42,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-05-19 16:58:49,2025-05-19 13:58:49,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°10' Acuario,19°10' Escorpio
2025-05-19 17:36:47,2025-05-19 14:36:47,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°31' Acuario,19°31' Libra
2025-05-20 13:58:49,2025-05-20 10:58:49,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-05-20 20:48:02,2025-05-20 17:48:02,Mercurio,Oposición,Neptuno,Mercurio (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-05-20 21:49:55,2025-05-20 18:49:55,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-05-21 05:26:57,2025-05-21 02:26:57,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-05-21 14:32:34,2025-05-21 11:32:34,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-05-21 16:03:59,2025-05-21 13:03:59,Sol,Cuadratura,Saturno,Sol (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-05-21 17:05:51,2025-05-21 14:05:51,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-05-21 21:37:15,2025-05-21 18:37:15,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°56' Piscis,18°55' Sagitario
2025-05-21 22:02:34,2025-05-21 19:02:34,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-05-22 03:26:00,2025-05-22 00:26:00,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-05-23 01:15:14,2025-05-22 22:15:14,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-05-23 05:39:36,2025-05-23 02:39:36,Marte,Cuadratura,Júpiter,Marte (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-05-23 08:26:57,2025-05-23 05:26:57,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-05-23 23:43:49,2025-05-23 20:43:49,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-05-24 00:42:53,2025-05-23 21:42:53,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-05-24 18:59:45,2025-05-24 15:59:45,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-05-25 02:05:51,2025-05-24 23:05:51,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°17' Tauro,5°16' Capricornio
2025-05-25 14:17:06,2025-05-25 11:17:06,Venus,Trígono,Mercurio,Venus (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-05-25 19:53:12,2025-05-25 16:53:12,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-05-26 00:11:57,2025-05-25 21:11:57,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-05-26 06:07:44,2025-05-26 03:07:44,Venus,Oposición,Luna,Venus (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-05-26 10:26:29,2025-05-26 07:26:29,Mercurio,Cuadratura,Saturno,Mercurio (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-05-26 18:42:53,2025-05-26 15:42:53,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-05-27 08:38:12,2025-05-27 05:38:12,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-05-27 23:33:59,2025-05-27 20:33:59,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-05-28 18:55:32,2025-05-28 15:55:32,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-05-29 02:14:17,2025-05-28 23:14:17,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-05-29 20:56:29,2025-05-29 17:56:29,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-05-30 10:39:08,2025-05-30 07:39:08,Mercurio,Oposición,Venus,Mercurio (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-05-30 18:58:21,2025-05-30 15:58:21,Sol,Oposición,Venus,Sol (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-06-01 01:46:10,2025-05-31 22:46:10,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-06-02 04:36:19,2025-06-02 01:36:19,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-06-03 07:34:55,2025-06-03 04:34:55,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-06-03 10:29:17,2025-06-03 07:29:17,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-06-03 10:46:10,2025-06-03 07:46:10,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-06-03 16:43:21,2025-06-03 13:43:21,Mercurio,Oposición,Mercurio,Mercurio (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-06-03 22:20:51,2025-06-03 19:20:51,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-06-06 05:05:51,2025-06-06 02:05:51,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-06-07 01:11:00,2025-06-06 22:11:00,Venus,Sextil,Saturno,Venus (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-06-08 08:26:57,2025-06-08 05:26:57,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-06-08 11:26:57,2025-06-08 08:26:57,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-06-08 11:45:14,2025-06-08 08:45:14,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-06-08 17:14:17,2025-06-08 14:14:17,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°11' Escorpio,19°10' Escorpio
2025-06-08 23:33:59,2025-06-08 20:33:59,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-06-09 09:02:06,2025-06-09 06:02:06,Mercurio,Trígono,Saturno,Mercurio (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-06-09 12:31:38,2025-06-09 09:31:38,Sol,Oposición,Mercurio,Sol (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-06-10 10:01:10,2025-06-10 07:01:10,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-06-10 20:18:30,2025-06-10 17:18:30,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-06-10 23:14:17,2025-06-10 20:14:17,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-06-11 04:22:15,2025-06-11 01:22:15,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-06-11 05:32:34,2025-06-11 02:32:34,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-06-11 10:37:44,2025-06-11 07:37:44,Venus,Trígono,Sol,Venus (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-06-11 11:00:14,2025-06-11 08:00:14,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-06-11 14:53:40,2025-06-11 11:53:40,Mercurio,Oposición,Sol,Mercurio (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-06-12 12:06:19,2025-06-12 09:06:19,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-06-13 06:21:47,2025-06-13 03:21:47,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-06-13 09:11:57,2025-06-13 06:11:57,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-06-13 14:38:12,2025-06-13 11:38:12,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°10' Capricornio,19°10' Escorpio
2025-06-13 14:41:00,2025-06-13 11:41:00,Júpiter,Trígono,Saturno,Júpiter (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-06-13 15:17:34,2025-06-13 12:17:34,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-06-13 20:35:23,2025-06-13 17:35:23,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°19' Capricornio,22°19' Virgo
2025-06-15 04:53:12,2025-06-15 01:53:12,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-06-15 22:01:10,2025-06-15 19:01:10,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-06-15 22:29:17,2025-06-15 19:29:17,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°10' Acuario,19°10' Escorpio
2025-06-15 23:08:40,2025-06-15 20:08:40,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°32' Acuario,19°31' Libra
2025-06-16 19:40:32,2025-06-16 16:40:32,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°51' Piscis,0°50' Piscis
2025-06-17 03:37:15,2025-06-17 00:37:15,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-06-17 11:21:19,2025-06-17 08:21:19,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-06-17 18:56:57,2025-06-17 15:56:57,Mercurio,Sextil,Júpiter,Mercurio (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-06-17 20:36:47,2025-06-17 17:36:47,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-06-17 23:14:17,2025-06-17 20:14:17,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-06-18 03:49:55,2025-06-18 00:49:55,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-06-18 04:17:20,2025-06-18 01:17:20,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-06-18 09:48:30,2025-06-18 06:48:30,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°20' Piscis,22°19' Virgo
2025-06-18 20:55:04,2025-06-18 17:55:04,Marte,Oposición,Saturno,Marte (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-06-19 08:12:53,2025-06-19 05:12:53,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-06-19 15:37:15,2025-06-19 12:37:15,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-06-20 07:23:40,2025-06-20 04:23:40,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-06-20 08:24:08,2025-06-20 05:24:08,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-06-21 03:17:34,2025-06-21 00:17:34,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°51' Tauro,0°50' Piscis
2025-06-21 10:36:19,2025-06-21 07:36:19,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-06-22 00:02:06,2025-06-21 21:02:06,Sol,Trígono,Saturno,Sol (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-06-22 03:52:44,2025-06-22 00:52:44,Venus,Conjunción,Júpiter,Venus (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-06-22 04:56:00,2025-06-22 01:56:00,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-06-22 09:23:12,2025-06-22 06:23:12,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-06-23 04:19:27,2025-06-23 01:19:27,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-06-23 18:31:38,2025-06-23 15:31:38,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-06-24 09:38:40,2025-06-24 06:38:40,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-06-24 16:56:00,2025-06-24 13:56:00,Venus,Oposición,Neptuno,Venus (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-06-25 05:07:15,2025-06-25 02:07:15,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-06-25 12:26:00,2025-06-25 09:26:00,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°17' Cáncer,5°16' Capricornio
2025-06-26 07:02:34,2025-06-26 04:02:34,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-06-26 15:27:25,2025-06-26 12:27:25,Sol,Oposición,Sol,Sol (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-06-28 11:01:38,2025-06-28 08:01:38,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-06-29 13:18:02,2025-06-29 10:18:02,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-06-30 15:42:53,2025-06-30 12:42:53,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-06-30 18:34:27,2025-06-30 15:34:27,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°19' Virgo,16°18' Virgo
2025-06-30 18:51:19,2025-06-30 15:51:19,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-07-01 06:13:21,2025-07-01 03:13:21,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-07-03 00:48:30,2025-07-02 21:48:30,Júpiter,Oposición,Sol,Júpiter (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-07-03 12:21:47,2025-07-03 09:21:47,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°32' Libra,19°31' Libra
2025-07-05 09:58:21,2025-07-05 06:58:21,Venus,Cuadratura,Saturno,Venus (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-07-05 15:35:51,2025-07-05 12:35:51,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-07-05 18:35:51,2025-07-05 15:35:51,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-07-05 18:54:08,2025-07-05 15:54:08,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-07-06 00:23:12,2025-07-05 21:23:12,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-07-06 06:44:17,2025-07-06 03:44:17,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°20' Escorpio,22°19' Virgo
2025-07-07 17:11:29,2025-07-07 14:11:29,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-07-08 03:27:25,2025-07-08 00:27:25,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-07-08 06:21:47,2025-07-08 03:21:47,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-07-08 08:55:04,2025-07-08 05:55:04,Sol,Sextil,Júpiter,Sol (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-07-08 11:28:21,2025-07-08 08:28:21,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-07-08 12:40:04,2025-07-08 09:40:04,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°32' Sagitario,19°31' Libra
2025-07-08 18:06:19,2025-07-08 15:06:19,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-07-09 19:01:10,2025-07-09 16:01:10,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-07-10 13:05:23,2025-07-10 10:05:23,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-07-10 15:52:44,2025-07-10 12:52:44,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-07-10 21:16:10,2025-07-10 18:16:10,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°11' Capricornio,19°10' Escorpio
2025-07-10 21:55:32,2025-07-10 18:55:32,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°32' Capricornio,19°31' Libra
2025-07-11 03:09:08,2025-07-11 00:09:08,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°20' Capricornio,22°19' Virgo
2025-07-12 10:58:49,2025-07-12 07:58:49,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-07-13 00:49:55,2025-07-12 21:49:55,Marte,Conjunción,Urano,Marte (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-07-13 03:52:44,2025-07-13 00:52:44,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-07-13 04:20:51,2025-07-13 01:20:51,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°11' Acuario,19°10' Escorpio
2025-07-13 04:58:49,2025-07-13 01:58:49,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°32' Acuario,19°31' Libra
2025-07-13 06:52:44,2025-07-13 03:52:44,Venus,Oposición,Venus,Venus (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-07-14 01:15:14,2025-07-13 22:15:14,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-07-14 09:09:08,2025-07-14 06:09:08,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°17' Piscis,5°16' Capricornio
2025-07-14 16:48:59,2025-07-14 13:48:59,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-07-15 02:01:38,2025-07-14 23:01:38,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-07-15 04:37:44,2025-07-15 01:37:44,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-07-15 09:13:21,2025-07-15 06:13:21,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-07-15 09:40:04,2025-07-15 06:40:04,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-07-15 12:44:17,2025-07-15 09:44:17,Marte,Conjunción,Plutón,Marte (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-07-15 15:10:32,2025-07-15 12:10:32,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-07-15 18:47:06,2025-07-15 15:47:06,Marte,Trígono,Júpiter,Marte (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-07-16 13:40:32,2025-07-16 10:40:32,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
